Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
1,1,北京大学,赤橙黄绿蓝紫,蒋凌宇,钱易,,张勤健,,True,12,1421,Gold,+2(172),+(47),+(80),+(212),+(267),+(26),+(67),-3,+(135),+(245),+(61),+(32),+(30)
2,2,清华大学,一路向北,许庭强,唐绍轩,周航锐,邬晓钧,,True,11,1633,Gold,+1(271),+(121),+1(72),+3(286),-1,+(14),+(164),,+1(231),+(182),+2(94),+(27),+(6)
3,3,香港中文大学（深圳）,通顶雪道,孙悠然,忙秋阳,郭青硕,马晨昊,,True,7,760,Gold,,+(88),+(127),,,+(62),+(151),,-2,-1,+(242),+(31),+1(36)
4,4,南京航空航天大学,错误,胡昊天,赵乐坤,吕俊琪,邹春然,,True,7,804,Gold,,+(62),+(87),,,+(103),-4,,,+(283),+1(207),+(17),+(23)
5,5,南方科技大学,南方科技大学-南风点点,林政宇,薛哲,曾子华,唐博,,True,7,844,Gold,,+1(94),+1(147),,,+(51),+(164),,,,+(287),+(22),+(35)
,,郑州外国语学校,三只苹果蛋,赵一博,贾孟澄,赵旭航,陈洋,,False,7,1016,,,+2(135),+(130),,,+(79),+(149),,,,+6(250),+(17),+1(74)
6,6,浙江大学,Untitled Life,严子轩,周轩熠,张湫阳,王灿,,True,7,1088,Gold,-2,+(114),+(111),,,+3(81),+6(207),,,,+1(293),+(20),+1(39)
7,7,东北大学,东北大学_出毛！,苏焜,仝家驹,周尧,鲍玉斌,,True,7,1124,Gold,,+1(43),+(122),,,+1(190),+(185),,,,+5(276),+1(34),+1(92)
8,8,浙江工业大学,月球猫猫,陈泓睿,陆徐豪,李汶芝,韩姗姗,,True,7,1133,Gold,,+2(52),+(109),,-1,+(96),+4(210),,-2,,+(266),+2(62),+3(115)
9,,清华大学,卸载FJOI谢谢喵！,陈羽力,陈凌山,林圣涵,邬晓钧,,True,7,1483,Gold,+5(283),+(101),+3(104),,,+1(112),,,,,+12(297),+1(25),+3(58)
10,9,中山大学,中山大学_破晓之旅,赵肖睿,刘志源,古鸣浩,张子臻,,True,6,489,Gold,-1,+1(56),+(92),,,+(76),+1(137),,,,-4,+(24),+1(41)
11,10,杭州电子科技大学,2024杭电1队,马文浩,何卓锟,黄光升,刘春英,,True,6,513,Gold,,+1(100),+(97),,,+(60),-22,,,-1,+(163),+(19),+1(30)
,,深圳北理莫斯科大学,铜牌已达两位数！,王司晨,颜桉,彭宇祺,宋若鹏,,False,6,536,,,+(79),+3(131),-5,,+(49),+(122),,,,-1,+(19),+2(33)
12,11,电子科技大学,UESTC_十斤鸭梨,黄霖,徐辰烨,祁泓金,杨鹏,,True,6,578,Gold,,+(124),+1(87),,,+(113),+(182),,,,-13,+(18),+(34)
,,广州图灵编程,广州图灵编程,李贝瑀,胡培真,彭海天,林瀚,,False,6,579,,,+(64),+(158),,,+(30),+(129),,,,-18,+1(33),+3(83)
13,12,北京航空航天大学,哟哟,孙健钧,李澎瑞,黄伟宁,宋友,,True,6,611,Gold,-3,+(93),+(125),,,+(75),-10,,,,+(173),+1(32),+1(71)
,,北京航空航天大学,藏玛然特,闵家旭,张羿凡,崔绍锞,闵家旭,,False,6,622,,-1,+(110),+(74),,,+(60),+3(190),,,,-1,+2(30),+(55)
